Fund Holdings as of,"28/Sep/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"GT","GOODYEAR TIRE & RUBBER","Equity","0.02","23.39","321,457.00","7,518,879.23","7,518,879.23","Consumer Discretionary","US3825501014","NASDAQ","United States","USD"
"NFX","NEWFIELD EXPLORATION","Equity","0.02","28.83","260,763.00","7,517,797.29","7,517,797.29","Energy","US6512901082","New York Stock Exchange Inc.","United States","USD"
"LEG","LEGGETT & PLATT INC","Equity","0.02","43.79","169,715.00","7,431,819.85","7,431,819.85","Consumer Discretionary","US5246601075","New York Stock Exchange Inc.","United States","USD"
"AIZ","ASSURANT INC","Equity","0.02","107.95","68,069.00","7,348,048.55","7,348,048.55","Financials","US04621X1081","New York Stock Exchange Inc.","United States","USD"
"SCG","SCANA CORP","Equity","0.02","38.89","186,133.00","7,238,712.37","7,238,712.37","Utilities","US80589M1027","New York Stock Exchange Inc.","United States","USD"
"EVHC","ENVISION HEALTHCARE CORP","Equity","0.02","45.73","156,025.00","7,135,023.25","7,135,023.25","Health Care","US29414D1000","New York Stock Exchange Inc.","United States","USD"
"MAT","MATTEL INC","Equity","0.02","15.70","441,765.00","6,935,710.50","6,935,710.50","Consumer Discretionary","US5770811025","NASDAQ","United States","USD"
"BHF","BRIGHTHOUSE FINANCIAL INC","Equity","0.02","44.24","156,339.00","6,916,437.36","6,916,437.36","Financials","US10922N1037","NASDAQ","United States","USD"
"HRB","H&R BLOCK INC","Equity","0.02","25.75","268,141.00","6,904,630.75","6,904,630.75","Consumer Discretionary","US0936711052","New York Stock Exchange Inc.","United States","USD"
"TRIP","TRIPADVISOR INC","Equity","0.02","51.07","134,582.00","6,873,102.74","6,873,102.74","Consumer Discretionary","US8969452015","NASDAQ","United States","USD"
"PWR","QUANTA SERVICES INC","Equity","0.02","33.38","199,236.00","6,650,497.68","6,650,497.68","Industrials","US74762E1029","New York Stock Exchange Inc.","United States","USD"
"NWSA","NEWS CORP CLASS A","Equity","0.02","13.19","496,533.00","6,549,270.27","6,549,270.27","Consumer Discretionary","US65249B1098","NASDAQ","United States","USD"
"SRCL","STERICYCLE INC","Equity","0.02","58.68","110,938.00","6,509,841.84","6,509,841.84","Industrials","US8589121081","NASDAQ","United States","USD"
"DISCA","DISCOVERY INC SERIES A","Equity","0.02","32.00","202,849.00","6,491,168.00","6,491,168.00","Consumer Discretionary","US25470F1049","NASDAQ","United States","USD"
"UAA","UNDER ARMOUR INC CLASS A","Equity","0.02","21.22","237,670.00","5,043,357.40","5,043,357.40","Consumer Discretionary","US9043111072","New York Stock Exchange Inc.","United States","USD"
"UA","UNDER ARMOUR INC CLASS C","Equity","0.01","19.46","244,705.00","4,761,959.30","4,761,959.30","Consumer Discretionary","US9043112062","New York Stock Exchange Inc.","United States","USD"
"CSSE","CASH COLLATERAL USD CSFBI","Cash Collateral and Margins","0.01","100.00","2,260,288.00","2,263,497.61","2,263,497.61","Cash and/or Derivatives","-","-","United States","USD"
"NWS","NEWS CORP CLASS B","Equity","0.01","13.60","149,747.00","2,036,559.20","2,036,559.20","Consumer Discretionary","US65249B2088","NASDAQ","United States","USD"
"GBP","GBP CASH","Cash","0.00","130.41","421,694.00","549,909.60","549,909.60","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"ESZ8","S&P500 EMINI DEC 18","Futures","0.00","2,919.00","339.00","0.00","49,477,050.00","Cash and/or Derivatives","-","Index And Options Market","-","USD"
 
